annee;libelle;code_commune;nb_benef_rsa
2016;Missillac;44098;42
2016;Mouais;44105;7
2016;Nantes;44109;11854
2016;Plessé;44128;83
2016;Port-Saint-Père;44133;24
2016;Préfailles;44136;28
2016;Sainte-Anne-sur-Brivet;44152;13
2016;Saint-Étienne-de-Montluc;44158;42
2016;Saint-Herblain;44162;1496
2016;Saint-Hilaire-de-Clisson;44165;6
2016;Saint-Jean-de-Boiseau;44166;54
2016;Saint-Julien-de-Concelles;44169;52
2016;Saint-Lumine-de-Coutais;44174;12
2016;Saint-Molf;44183;26
2016;Saint-Nazaire;44184;2694
2016;Saint-Sébastien-sur-Loire;44190;448
2016;Savenay;44195;80
2016;Sion-les-Mines;44197;39
2016;Vieillevigne;44216;31
2016;Vue;44220;12
2017;Assérac;44006;22
2017;Avessac;44007;37
2017;Brains;44024;11
2017;Chaumes-en-Retz;44005;61
2017;Chauvé;44038;25
2017;Derval;44051;39
2017;Fégréac;44057;43
2017;Guérande;44069;241
2017;Herbignac;44072;57
2017;La Chapelle-des-Marais;44030;54
2017;La Roche-Blanche;44222;6
2017;Le Temple-de-Bretagne;44203;5
2017;Machecoul-Saint-Même;44087;120
2017;Massérac;44092;15
2017;Missillac;44098;46
2017;Monnières;44100;12
2017;Montoir-de-Bretagne;44103;173
2017;Mouzillon;44108;18
2017;Oudon;44115;26
2017;Pannecé;44118;9
2017;Puceul;44138;5
2017;Saint-Géréon;44160;15
2017;Saint-Herblain;44162;1540
2017;Saint-Julien-de-Concelles;44169;50
2017;Saint-Lumine-de-Coutais;44174;8
2017;Saint-Michel-Chef-Chef;44182;66
2017;Saint-Molf;44183;28
2017;Soulvache;44200;15
2017;Trans-sur-Erdre;44207;9
2017;Trignac;44210;205
2017;Vay;44214;21
2019;Aigrefeuille-sur-Maine;44002;20
2019;Bouaye;44018;74
2019;Bouguenais;44020;865
2019;Brains;44024;14
2019;Casson;44027;14
2019;Divatte-sur-Loire;44029;41
2019;Cheix-en-Retz;44039;5
2019;Couffé;44048;15
2019;Indre;44074;78
2019;Jans;44076;10
2019;Maisdon-sur-Sèvre;44088;12
2019;La Marne;44090;17
2019;Missillac;44098;42
2019;Mouzillon;44108;19
2019;Pont-Saint-Martin;44130;75
2019;Port-Saint-Père;44133;32
2019;Le Pouliguen;44135;112
2019;Puceul;44138;9
2019;La Regrippière;44140;10
2019;Rezé;44143;1351
2019;Riaillé;44144;22
2019;Saint-Aubin-des-Châteaux;44153;34
2019;Saint-Herblain;44162;1653
2019;Saint-Hilaire-de-Clisson;44165;8
2019;Saint-Jean-de-Boiseau;44166;68
2019;Saint-Lumine-de-Clisson;44173;19
2019;Saint-Lyphard;44175;25
2019;Sainte-Pazanne;44186;34
2019;Saint-Sébastien-sur-Loire;44190;422
2019;Saint-Vincent-des-Landes;44193;31
2019;Sévérac;44196;16
2019;Sion-les-Mines;44197;31
2019;Le Temple-de-Bretagne;44203;8
2019;Treffieux;44208;16
2019;Trignac;44210;183
2019;Vay;44214;17
2019;Vertou;44215;292
2018;La Chapelle-des-Marais;44030;52
2018;Donges;44052;139
2018;Frossay;44061;25
2018;Indre;44074;80
2018;Louisfert;44085;8
2018;Mauves-sur-Loire;44094;17
2018;Moisdon-la-Rivière;44099;37
2018;Mouzeil;44107;13
2018;Nantes;44109;11763
2018;Noyal-sur-Brutz;44112;6
2018;Puceul;44138;6
2018;Remouillé;44142;14
2018;Saint-Hilaire-de-Clisson;44165;11
2018;Saint-Michel-Chef-Chef;44182;72
2018;Savenay;44195;74
2018;Soudan;44199;38
2018;Teillé;44202;14
2018;La Grigonnais;44224;14
2012;Arthon-en-Retz;44005;47
2013;Assérac;44006;33
2011;Batz-sur-Mer;44010;58
2011;Besné;44013;23
2012;Besné;44013;33
2013;Besné;44013;36
2010;Blain;44015;177
2014;Blain;44015;219
2014;Bouguenais;44020;926
2015;Bouguenais;44020;940
2015;Bourgneuf-en-Retz;44021;94
2013;Boussay;44022;29
2010;Bouvron;44023;30
2014;Bouvron;44023;42
2013;Bouvron;44023;37
2012;Brains;44024;19
2014;Carquefou;44026;193
2011;Carquefou;44026;168
2013;Carquefou;44026;194
2012;Casson;44027;12
2014;Château-Thébaud;44037;25
2011;Château-Thébaud;44037;13
2012;Châteaubriant;44036;424
2012;Chauvé;44038;28
2010;Cheix-en-Retz;44039;6
2012;Cheix-en-Retz;44039;7
2010;Chéméré;44040;26
2013;Chéméré;44040;26
2013;Clisson;44043;131
2015;Conquereuil;44044;31
2013;Conquereuil;44044;27
2011;Cordemais;44045;28
2010;Corsept;44046;19
2011;Corsept;44046;23
2014;Erbray;44054;49
2015;Erbray;44054;55
2012;Erbray;44054;39
2013;Erbray;44054;43
2011;Fay-de-Bretagne;44056;26
2012;Fay-de-Bretagne;44056;31
2010;Fégréac;44057;39
2011;Fercé;44058;7
2012;Fercé;44058;5
2011;Frossay;44061;36
2015;Grand-Auverné;44065;22
2011;Grand-Auverné;44065;11
2015;Grandchamps-des-Fontaines;44066;56
2014;Guenrouet;44068;65
2015;Guenrouet;44068;72
2011;Guenrouet;44068;53
2014;Haute-Goulaine;44071;52
2013;Herbignac;44072;98
2010;La Bernerie-en-Retz;44012;66
2011;La Bernerie-en-Retz;44012;56
2013;La Chapelle-des-Marais;44030;63
2011;La Chapelle-Glain;44031;14
2013;La Chapelle-Glain;44031;18
2012;La Chapelle-Heulin;44032;24
2011;La Chapelle-Launay;44033;18
2015;La Chapelle-sur-Erdre;44035;327
2011;La Chapelle-sur-Erdre;44035;207
2014;La Chevallerais;44221;6
2010;La Chevallerais;44221;11
2011;La Grigonnais;44224;22
2014;La Haie-Fouassière;44070;34
2015;La Haie-Fouassière;44070;41
2011;La Haie-Fouassière;44070;33
2015;La Marne;44090;22
2014;La Meilleraye-de-Bretagne;44095;30
2011;La Meilleraye-de-Bretagne;44095;19
2011;La Montagne;44101;100
2013;La Montagne;44101;104
2013;La Plaine-sur-Mer;44126;71
2014;La Planche;44127;31
2011;La Regrippière;44140;15
2019;Carquefou;44026;169
2019;La Chapelle-Heulin;44032;11
2019;Châteaubriant;44036;379
2019;Chauvé;44038;16
2019;Corsept;44046;18
2019;Fégréac;44057;35
2019;Issé;44075;35
2019;Juigné-des-Moutiers;44078;5
2019;Machecoul-Saint-Même;44087;134
2019;Mauves-sur-Loire;44094;18
2019;Moisdon-la-Rivière;44099;29
2019;Montrelais;44104;10
2019;Mouzeil;44107;12
2019;Orvault;44114;500
2019;Paimboeuf;44116;80
2019;Le Pellerin;44120;71
2019;Saint-André-des-Eaux;44151;38
2019;Saint-Brevin-les-Pins;44154;170
2019;Saint-Colomban;44155;34
2019;Saint-Léger-les-Vignes;44171;7
2019;Saint-Nazaire;44184;2656
2019;Saint-Philbert-de-Grand-Lieu;44188;71
2019;Thouaré-sur-Loire;44204;122
2019;Vallet;44212;96
2019;Vue;44220;13
2019;La Roche-Blanche;44222;8
2010;La Remaudière;44141;9
2013;La Remaudière;44141;18
2012;La Roche-Blanche;44222;9
2012;La Rouxière;44147;17
2011;La Turballe;44211;93
2013;La Turballe;44211;93
2010;Le Bignon;44014;30
2012;Le Bignon;44014;27
2014;Le Cellier;44028;47
2012;Le Croisic;44049;79
2015;Le Gâvre;44062;35
2010;Le Landreau;44079;19
2012;Le Landreau;44079;28
2013;Le Landreau;44079;30
2015;Le Pallet;44117;46
2010;Legé;44081;58
2010;Les Sorinières;44198;83
2011;Les Sorinières;44198;91
2015;Ligné;44082;54
2010;Ligné;44082;42
2012;Louisfert;44085;16
2014;Lusanger;44086;35
2011;Lusanger;44086;27
2012;Lusanger;44086;30
2014;Machecoul;44087;159
2012;Machecoul;44087;125
2011;Maisdon-sur-Sèvre;44088;17
2012;Maisdon-sur-Sèvre;44088;26
2014;Malville;44089;44
2014;Marsac-sur-Don;44091;24
2013;Maumusson;44093;13
2015;Mésanger;44096;57
2013;Mésanger;44096;54
2010;Mesquer;44097;23
2014;Moisdon-la-Rivière;44099;37
2012;Moisdon-la-Rivière;44099;39
2015;Monnières;44100;28
2014;Mouzeil;44107;24
2010;Mouzeil;44107;12
2015;Nantes;44109;16518
2013;Nantes;44109;14805
2010;Notre-Dame-des-Landes;44111;22
2013;Oudon;44115;45
2015;Paimboeuf;44116;151
2012;Petit-Auverné;44121;11
2010;Piriac-sur-Mer;44125;28
2015;Plessé;44128;124
2012;Plessé;44128;109
2014;Préfailles;44136;39
2014;Puceul;44138;13
2011;Puceul;44138;5
2015;Quilly;44139;23
2014;Rouans;44145;28
2013;Rouans;44145;25
2010;Ruffigné;44148;18
2010;Saffré;44149;53
2015;Saint-Aignan-Grandlieu;44150;55
2014;Saint-André-des-Eaux;44151;60
2015;Saint-André-des-Eaux;44151;74
2011;Saint-Aubin-des-Châteaux;44153;23
2010;Saint-Colomban;44155;21
2012;Saint-Géréon;44160;11
2013;Saint-Herblain;44162;1793
2014;Saint-Hilaire-de-Chaléons;44164;37
2011;Saint-Hilaire-de-Clisson;44165;11
2013;Saint-Joachim;44168;57
2012;Saint-Julien-de-Concelles;44169;59
2015;Saint-Julien-de-Vouvantes;44170;23
2010;Saint-Julien-de-Vouvantes;44170;18
2012;Saint-Mars-du-Désert;44179;31
2013;Saint-Mars-du-Désert;44179;33
2011;Saint-Mars-la-Jaille;44180;56
2010;Saint-Molf;44183;26
2011;Saint-Molf;44183;24
2011;Saint-Nazaire;44184;2987
2013;Saint-Nazaire;44184;3399
2015;Saint-Nicolas-de-Redon;44185;81
2011;Saint-Père-en-Retz;44187;61
2015;Saint-Sébastien-sur-Loire;44190;649
2015;Saint-Viaud;44192;34
2010;Saint-Vincent-des-Landes;44193;28
2015;Sainte-Pazanne;44186;81
2012;Sainte-Pazanne;44186;68
2013;Sainte-Pazanne;44186;60
2011;Sévérac;44196;27
2015;Sion-les-Mines;44197;60
2010;Soulvache;44200;16
2011;Soulvache;44200;16
2010;Sucé-sur-Erdre;44201;57
2011;Teillé;44202;17
2013;Teillé;44202;25
2014;Trans-sur-Erdre;44207;13
2010;Trans-sur-Erdre;44207;15
2011;Trans-sur-Erdre;44207;15
2010;Treffieux;44208;28
2012;Treffieux;44208;26
2014;Treillières;44209;89
2011;Treillières;44209;69
2015;Varades;44213;158
2011;Vay;44214;23
2011;Vertou;44215;265
2012;Vertou;44215;285
2015;Vieillevigne;44216;57
2012;Vigneux-de-Bretagne;44217;45
2010;Vritz;44219;12
2012;Vritz;44219;15
2015;Vue;44220;24
2012;Vue;44220;18
2013;Vue;44220;15
2015;Aigrefeuille-sur-Maine;44002;38
2010;Arthon-en-Retz;44005;43
2013;Arthon-en-Retz;44005;56
2014;Arthon-en-Retz;44005;65
2011;Assérac;44006;28
2012;Assérac;44006;34
2014;Assérac;44006;45
2012;Barbechat;44008;11
2015;Besné;44013;42
2011;Blain;44015;180
2015;Bonnoeuvre;44017;16
2010;Bouaye;44018;42
2014;Bouaye;44018;87
2013;Bouée;44019;11
2011;Bourgneuf-en-Retz;44021;52
2013;Brains;44024;18
2014;Conquereuil;44044;32
2014;Corcoué-sur-Logne;44156;43
2015;Corcoué-sur-Logne;44156;43
2014;Cordemais;44045;36
2014;Couëron;44047;381
2014;Crossac;44050;34
2012;Crossac;44050;24
2011;Drefféac;44053;31
2011;Erbray;44054;32
2015;Fay-de-Bretagne;44056;47
2010;Fay-de-Bretagne;44056;39
2012;Fégréac;44057;33
2010;Fercé;44058;8
2015;Geneston;44223;35
2010;Gétigné;44063;26
2012;Gétigné;44063;37
2010;Gorges;44064;27
2014;Guémené-Penfao;44067;175
2010;Guémené-Penfao;44067;144
2012;Guérande;44069;285
2015;Haute-Goulaine;44071;66
2012;Haute-Goulaine;44071;43
2014;Héric;44073;69
2012;Héric;44073;58
2013;Indre;44074;100
2014;Issé;44075;48
2012;Jans;44076;19
2012;Juigné-des-Moutiers;44078;6
2012;La Chapelle-des-Marais;44030;63
2013;La Chapelle-Heulin;44032;23
2011;La Chevrolière;44041;45
2014;La Grigonnais;44224;18
2013;La Haie-Fouassière;44070;45
2010;La Limouzinière;44083;22
2010;La Plaine-sur-Mer;44126;56
2012;La Plaine-sur-Mer;44126;69
2010;La Planche;44127;33
2010;La Regrippière;44140;17
2014;La Remaudière;44141;14
2016;Assérac;44006;17
2016;Chauvé;44038;32
2016;Conquereuil;44044;17
2016;Fégréac;44057;36
2016;Haute-Goulaine;44071;38
2016;Herbignac;44072;62
2016;Joué-sur-Erdre;44077;28
2016;La Chapelle-Heulin;44032;11
2016;La Chevallerais;44221;7
2016;Le Bignon;44014;23
2016;Le Pallet;44117;24
2016;Maumusson;44093;6
2016;Mesquer;44097;30
2016;Notre-Dame-des-Landes;44111;25
2016;Noyal-sur-Brutz;44112;7
2016;Pouillé-les-Côteaux;44134;6
2016;Rouans;44145;18
2016;Ruffigné;44148;22
2016;Sainte-Luce-sur-Loire;44172;184
2016;Saint-Fiacre-sur-Maine;44159;5
2016;Saint-Géréon;44160;16
2016;Saint-Léger-les-Vignes;44171;5
2016;Saint-Sulpice-des-Landes;44191;11
2016;Soulvache;44200;15
2016;Touvois;44206;30
2017;Aigrefeuille-sur-Maine;44002;23
2017;Ancenis;44003;200
2017;Château-Thébaud;44037;23
2017;Gorges;44064;26
2017;Guémené-Penfao;44067;136
2017;Indre;44074;79
2017;La Chapelle-Heulin;44032;16
2017;La Limouzinière;44083;20
2017;La Remaudière;44141;7
2017;Le Cellier;44028;32
2017;Marsac-sur-Don;44091;13
2017;Moisdon-la-Rivière;44099;29
2017;Mouais;44105;10
2017;Mouzeil;44107;12
2017;Quilly;44139;12
2017;Saint-André-des-Eaux;44151;43
2017;Saint-Léger-les-Vignes;44171;5
2017;Saint-Mars-de-Coutais;44178;16
2017;Saint-Nicolas-de-Redon;44185;73
2017;Sévérac;44196;20
2017;Villepot;44218;9
2018;Abbaretz;44001;16
2018;Basse-Goulaine;44009;70
2018;Batz-sur-Mer;44010;52
2018;La Boissière-du-Doré;44016;6
2018;Bouaye;44018;74
2018;Divatte-sur-Loire;44029;42
2018;La Chapelle-Glain;44031;12
2018;Château-Thébaud;44037;18
2018;Chauvé;44038;21
2018;Gétigné;44063;17
2018;Grand-Auverné;44065;20
2018;Haute-Goulaine;44071;43
2018;Issé;44075;34
2018;Jans;44076;7
2018;Le Landreau;44079;11
2018;La Limouzinière;44083;23
2018;Le Loroux-Bottereau;44084;55
2018;La Marne;44090;12
2018;La Meilleraye-de-Bretagne;44095;16
2018;Mesquer;44097;32
2018;Notre-Dame-des-Landes;44111;30
2018;Nozay;44113;61
2018;La Planche;44127;14
2018;Pontchâteau;44129;135
2018;Riaillé;44144;34
2018;Saint-Gildas-des-Bois;44161;33
2018;Saint-Joachim;44168;50
2018;Saint-Lumine-de-Coutais;44174;15
2018;Saint-Père-en-Retz;44187;47
2018;Saint-Vincent-des-Landes;44193;27
2018;Thouaré-sur-Loire;44204;111
2018;La Turballe;44211;83
2018;Vue;44220;9
2018;La Chevallerais;44221;8
2010;La Roche-Blanche;44222;11
2011;La Roche-Blanche;44222;10
2012;La Turballe;44211;85
2010;Lavau-sur-Loire;44080;10
2010;Le Cellier;44028;51
2011;Le Croisic;44049;76
2012;Le Fresne-sur-Loire;44060;16
2013;Le Pallet;44117;34
2010;Le Pellerin;44120;66
2013;Le Pin;44124;13
2012;Le Temple-de-Bretagne;44203;11
2010;Les Moutiers-en-Retz;44106;19
2015;Les Sorinières;44198;123
2012;Ligné;44082;33
2014;Louisfert;44085;17
2015;Lusanger;44086;37
2013;Lusanger;44086;29
2010;Machecoul;44087;119
2011;Machecoul;44087;115
2010;Mauves-sur-Loire;44094;22
2013;Mauves-sur-Loire;44094;33
2014;Missillac;44098;82
2011;Missillac;44098;57
2010;Moisdon-la-Rivière;44099;33
2010;Montbert;44102;27
2015;Montoir-de-Bretagne;44103;249
2011;Montoir-de-Bretagne;44103;204
2012;Montoir-de-Bretagne;44103;201
2012;Montrelais;44104;14
2013;Mouais;44105;7
2011;Nantes;44109;12966
2012;Nantes;44109;13487
2014;Nort-sur-Erdre;44110;134
2015;Nort-sur-Erdre;44110;155
2013;Nort-sur-Erdre;44110;123
2013;Notre-Dame-des-Landes;44111;21
2014;Noyal-sur-Brutz;44112;6
2013;Nozay;44113;86
2015;Orvault;44114;706
2014;Pannecé;44118;22
2012;Pierric;44123;18
2014;Piriac-sur-Mer;44125;56
2015;Piriac-sur-Mer;44125;46
2013;Piriac-sur-Mer;44125;47
2010;Plessé;44128;96
2011;Pont-Saint-Martin;44130;60
2012;Pontchâteau;44129;176
2014;Pornichet;44132;269
2012;Pornichet;44132;240
2011;Prinquiau;44137;24
2013;Prinquiau;44137;22
2015;Puceul;44138;10
2012;Remouillé;44142;17
2010;Rezé;44143;1172
2011;Rezé;44143;1216
2014;Riaillé;44144;46
2014;Saffré;44149;48
2010;Saint-André-des-Eaux;44151;37
2010;Saint-Aubin-des-Châteaux;44153;36
2014;Saint-Brevin-les-Pins;44154;240
2012;Saint-Brevin-les-Pins;44154;207
2015;Saint-Colomban;44155;44
2012;Saint-Étienne-de-Mer-Morte;44157;21
2015;Saint-Étienne-de-Montluc;44158;84
2012;Saint-Étienne-de-Montluc;44158;51
2014;Saint-Fiacre-sur-Maine;44159;7
2015;Saint-Géréon;44160;34
2015;Saint-Gildas-des-Bois;44161;78
2015;Saint-Herblain;44162;2168
2012;Saint-Herblain;44162;1611
2015;Saint-Herblon;44163;33
2011;Saint-Herblon;44163;15
2012;Saint-Herblon;44163;7
2010;Saint-Hilaire-de-Chaléons;44164;20
2012;Saint-Hilaire-de-Chaléons;44164;20
2012;Saint-Hilaire-de-Clisson;44165;17
2014;Saint-Jean-de-Boiseau;44166;80
2014;Saint-Joachim;44168;71
2015;Saint-Julien-de-Concelles;44169;77
2010;Saint-Julien-de-Concelles;44169;66
2010;Saint-Lumine-de-Clisson;44173;22
2010;Saint-Lumine-de-Coutais;44174;15
2011;Saint-Lumine-de-Coutais;44174;13
2011;Saint-Mars-de-Coutais;44178;28
2012;Saint-Mars-la-Jaille;44180;45
2010;Saint-Nicolas-de-Redon;44185;70
2014;Saint-Père-en-Retz;44187;78
2011;Saint-Philbert-de-Grand-Lieu;44188;99
2014;Saint-Sébastien-sur-Loire;44190;555
2015;Saint-Sulpice-des-Landes;44191;13
2014;Saint-Viaud;44192;24
2013;Saint-Viaud;44192;22
2014;Saint-Vincent-des-Landes;44193;39
2012;Saint-Vincent-des-Landes;44193;37
2013;Saint-Vincent-des-Landes;44193;42
2014;Sainte-Anne-sur-Brivet;44152;26
2011;Sainte-Anne-sur-Brivet;44152;20
2012;Sainte-Anne-sur-Brivet;44152;25
2015;Sainte-Luce-sur-Loire;44172;277
2010;Sainte-Luce-sur-Loire;44172;147
2012;Sainte-Luce-sur-Loire;44172;185
2015;Sainte-Reine-de-Bretagne;44189;30
2015;Sévérac;44196;33
2015;Soulvache;44200;18
2013;Trans-sur-Erdre;44207;15
2011;Treffieux;44208;25
2013;Treffieux;44208;31
2010;Treillières;44209;73
2012;Treillières;44209;66
2012;Trignac;44210;231
2014;Vallet;44212;135
2014;Varades;44213;63
2015;Vay;44214;29
2014;Vertou;44215;362
2010;Vieillevigne;44216;40
2012;Villepot;44218;7
2014;Abbaretz;44001;41
2010;Anetz;44004;21
2010;Avessac;44007;46
2014;Avessac;44007;67
2010;Barbechat;44008;10
2011;Basse-Goulaine;44009;78
2015;Batz-sur-Mer;44010;82
2014;Besné;44013;36
2011;Bonnoeuvre;44017;8
2014;Bouée;44019;8
2012;Bouée;44019;8
2012;Bourgneuf-en-Retz;44021;59
2015;Bouvron;44023;38
2011;Bouvron;44023;33
2010;Brains;44024;23
2011;Casson;44027;19
2010;Château-Thébaud;44037;12
2013;Château-Thébaud;44037;22
2015;Chauvé;44038;42
2011;Chauvé;44038;26
2015;Cheix-en-Retz;44039;7
2010;Clisson;44043;94
2011;Conquereuil;44044;30
2013;Cordemais;44045;37
2011;Couëron;44047;300
2014;Couffé;44048;27
2010;Crossac;44050;20
2013;Derval;44051;64
2015;Donges;44052;197
2010;Donges;44052;128
2011;Donges;44052;143
2010;Erbray;44054;36
2014;Fercé;44058;10
2015;Fercé;44058;11
2014;Fresnay-en-Retz;44059;21
2010;Fresnay-en-Retz;44059;10
2012;Fresnay-en-Retz;44059;13
2014;Frossay;44061;49
2010;Frossay;44061;37
2011;Gétigné;44063;29
2014;Grand-Auverné;44065;18
2013;Guémené-Penfao;44067;176
2011;Guérande;44069;269
2010;Héric;44073;50
2015;Joué-sur-Erdre;44077;50
2012;La Bernerie-en-Retz;44012;58
2013;La Chapelle-Basse-Mer;44029;56
2011;La Chapelle-des-Marais;44030;53
2013;La Chapelle-sur-Erdre;44035;261
2013;La Chevallerais;44221;10
2014;La Chevrolière;44041;53
2015;La Limouzinière;44083;29
2012;La Limouzinière;44083;29
2010;La Marne;44090;17
2013;La Meilleraye-de-Bretagne;44095;25
2012;La Montagne;44101;106
2015;La Plaine-sur-Mer;44126;79
2016;Ancenis;44003;206
2016;Besné;44013;27
2016;Bourgneuf-en-Retz;44021;56
2016;Brains;44024;7
2016;Campbon;44025;21
2016;Cheix-en-Retz;44039;7
2016;Clisson;44043;110
2016;Corcoué-sur-Logne;44156;23
2016;Corsept;44046;23
2016;Couffé;44048;19
2016;Fercé;44058;7
2016;Fresnay-en-Retz;44059;8
2016;Grand-Auverné;44065;12
2016;Guémené-Penfao;44067;145
2016;La Chapelle-Launay;44033;11
2016;La Plaine-sur-Mer;44126;58
2016;Le Pouliguen;44135;110
2016;Les Touches;44205;34
2016;Monnières;44100;17
2016;Mouzeil;44107;13
2016;Nozay;44113;58
2016;Paimboeuf;44116;110
2016;Pierric;44123;17
2016;Remouillé;44142;11
2016;Saint-Gildas-des-Bois;44161;30
2016;Saint-Joachim;44168;49
2016;Saint-Michel-Chef-Chef;44182;63
2016;Saint-Nicolas-de-Redon;44185;70
2016;Soudan;44199;33
2016;Treillières;44209;77
2016;Vritz;44219;11
2017;Bonnoeuvre;44017;0
2017;Bouée;44019;10
2017;Clisson;44043;109
2017;Conquereuil;44044;18
2017;Couffé;44048;18
2017;Donges;44052;137
2017;Gétigné;44063;17
2017;La Chevallerais;44221;6
2017;La Plaine-sur-Mer;44126;53
2017;Le Croisic;44049;65
2017;Le Gâvre;44062;15
2017;Loireauxence;44213;109
2017;Nantes;44109;11945
2017;Nozay;44113;59
2017;Pierric;44123;18
2017;Ruffigné;44148;20
2017;Saint-Étienne-de-Mer-Morte;44157;17
2017;Touvois;44206;25
2017;Vieillevigne;44216;27
2018;Chaumes-en-Retz;44005;63
2018;Campbon;44025;27
2018;Cordemais;44045;18
2018;Fégréac;44057;39
2018;Fercé;44058;7
2018;Héric;44073;42
2018;Lusanger;44086;19
2018;Malville;44089;26
2018;Missillac;44098;45
2018;Mouais;44105;7
2018;Nort-sur-Erdre;44110;98
2018;Paulx;44119;24
2018;Le Pellerin;44120;75
2018;Le Pin;44124;9
2018;Sainte-Anne-sur-Brivet;44152;15
2018;Corcoué-sur-Logne;44156;27
2018;Saint-Herblain;44162;1637
2018;Vair-sur-Loire;44163;26
2018;Saint-Lumine-de-Clisson;44173;20
2018;Saint-Malo-de-Guersac;44176;21
2018;Saint-Molf;44183;30
2018;Trans-sur-Erdre;44207;7
2018;Vallet;44212;81
2018;Vertou;44215;279
2019;Abbaretz;44001;15
2019;Besné;44013;16
2019;Blain;44015;164
2019;Le Cellier;44028;42
2019;La Chapelle-sur-Erdre;44035;228
2019;La Baule-Escoublac;44055;273
2019;Fercé;44058;7
2019;Lavau-sur-Loire;44080;5
2019;Le Loroux-Bottereau;44084;67
2019;Massérac;44092;18
2019;Montoir-de-Bretagne;44103;168
2019;Pannecé;44118;6
2019;Pierric;44123;14
2019;La Plaine-sur-Mer;44126;69
2019;Pornic;44131;247
2019;Saint-Étienne-de-Montluc;44158;51
2019;Saint-Joachim;44168;48
2019;Sainte-Luce-sur-Loire;44172;219
2019;Saint-Lumine-de-Coutais;44174;11
2019;Saint-Malo-de-Guersac;44176;27
2019;Treillières;44209;75
2019;La Turballe;44211;76
2019;La Grigonnais;44224;18
